directory,catalog_id,publication_id,author,title_english,title_latin,pl_volume,columns,generation,review_status,translation_model,website,youtube,archive,doi,mapping
Patrologia_Latina/vol_52/Nicetas of Remesiana - On the Nature of Faith,pl052-005,pub-2712,Nicetas of Remesiana,On the Nature of Faith,De Ratione fidei,52,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=U4JlQbV1Y5A,https://archive.org/details/on-the-nature-of-faith,,registry
Patrologia_Latina/vol_52/Nicetas of Remesiana - On the Power of the Holy Spirit,pl052-006,pub-2713,Nicetas of Remesiana,On the Power of the Holy Spirit,De Spiritus sancti potentia,52,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/06/de-spiritus-sancti-potentia/,https://www.youtube.com/watch?v=f7hA8ons1AQ,https://archive.org/details/on-the-power-of-the-holy-spirit,10.5281/zenodo.17982633,registry
Patrologia_Latina/vol_53/Anonymous - Predestined or the Heresy of the Predestinators three books,pl053-007,pub-2605,Anonymous,Predestined or the Heresy of the Predestinators three books,"Praedestinatus, sive Praedestinatorum haeresis: libri tres.",53,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_53/Arnobius the Younger - Conflicts on the Trinity Book One,pl053-004,pub-2608,Arnobius the Younger,Conflicts on the Trinity Book One,Conflictus de Deo Trino et Uno Liber Primus,53,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/07/conflictus-de-deo-trino-uno-theological-historical-analysis/,https://www.youtube.com/watch?v=oXz9YxwZqc4,https://archive.org/details/conflicts-on-the-trinity-book-one,10.5281/zenodo.17982635,registry
Patrologia_Latina/vol_53/Arnobius the Younger - Conflicts on the Trinity Book Two,pl053-004,pub-2609,Arnobius the Younger,Conflicts on the Trinity Book Two,Conflictus de Deo trino et uno.,53,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=LDiekwr7kho,,,registry
Patrologia_Latina/vol_53/Claudianus Mamertus - Selected Letters of Claudianus Mamertus,pl053-010,pub-2624,Claudianus Mamertus,Selected Letters of Claudianus Mamertus,Epistolae duae.,53,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=gmErL-vqRYM,https://archive.org/details/selected-letters-of-claudianus-mamertus,,registry
Patrologia_Latina/vol_53/Jacques Sirmond - History of Predestinarianism,pl053-008,pub-2681,Jacques Sirmond,History of Predestinarianism,Jacobi Sirmondi Historia praedestinatiana,53,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=jNPeuC8lIuI,https://archive.org/details/history-of-predestinarianism,,registry
Patrologia_Latina/vol_53/Saint Patrick - Book on the Three Dwellings,pl053-014,pub-2795,Saint Patrick,Book on the Three Dwellings,Liber de tribus habitaculis,53,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=RF6Zk2Td1Z4,https://archive.org/details/book-on-the-three-dwellings,,registry
Patrologia_Latina/vol_53/Salonius - Mystical Exposition on Ecclesiastes,pl053-019,pub-2797,Salonius,Mystical Exposition on Ecclesiastes,Expositio mystica in Parabolas Salomonis.,53,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=mS8w3fMWlFg,,,registry
Patrologia_Latina/vol_53/Salonius - Mystical Exposition on the Proverbs of Solomon,pl053-019,pub-2798,Salonius,Mystical Exposition on the Proverbs of Solomon,Expositio mystica in Parabolas Salomonis,53,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=KpM3KSvargE,https://archive.org/details/mystical-exposition-on-the-proverbs-of-solomon,,registry
Patrologia_Latina/vol_53/Salvian of Marseille - Against Greed in four books Book Four,pl053-003,pub-2799,Salvian of Marseille,Against Greed in four books Book Four,Adversus avaritiam libri quatuor.,53,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_53/Salvian of Marseille - Against Greed in four books Book One,pl053-003,pub-2800,Salvian of Marseille,Against Greed in four books Book One,Adversus avaritiam libri quatuor.,53,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_53/Salvian of Marseille - Against Greed in four books Book Three,pl053-003,pub-2801,Salvian of Marseille,Against Greed in four books Book Three,Adversus avaritiam libri quatuor.,53,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_53/Salvian of Marseille - Against Greed in four books Book Two,pl053-003,pub-2802,Salvian of Marseille,Against Greed in four books Book Two,Adversus avaritiam libri quatuor.,53,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_53/Uranus - Letter on the Death of Paulinus,pl053-016,pub-2817,Uranus,Letter on the Death of Paulinus,Epistolae de Obitu Paulini,53,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_55/Leo the Great - On the Heresy and History of the Eutychians Book One,pl055-004,pub-2693,Leo the Great,On the Heresy and History of the Eutychians Book One,Quesnelli Dissertationes in S. Leonis Magni opera.,55,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=peY5ysKu7Mo,,,registry
Patrologia_Latina/vol_55/Leo the Great - On the Heresy and History of the Eutychians Book Two,pl055-004,pub-2694,Leo the Great,On the Heresy and History of the Eutychians Book Two,Quesnelli Dissertationes in S. Leonis Magni opera.,55,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=SGeglMMQXtE,,,registry
Patrologia_Latina/vol_55/Leo the Great - On the Heresy and History of the Manicheans Book One,pl055-004,pub-2695,Leo the Great,On the Heresy and History of the Manicheans Book One,De Eutychiana haeresi et historia Liber I,55,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/05/de-eutychiana-haeresi/,https://www.youtube.com/watch?v=tzr_yYbAreU,https://archive.org/details/on-the-heresy-and-history-of-the-eutychians-book-one,10.5281/zenodo.17982617,registry
Patrologia_Latina/vol_55/Leo the Great - On the Heresy and History of the Manicheans Book Two,pl055-004,pub-2696,Leo the Great,On the Heresy and History of the Manicheans Book Two,Quesnelli Dissertationes in S. Leonis Magni opera.,55,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=OcX_31LRjwY,,,registry
Patrologia_Latina/vol_55/Leo the Great - On the Heresy and History of the Priscillianists,pl055-004,pub-2697,Leo the Great,On the Heresy and History of the Priscillianists,Quesnelli Dissertationes in S. Leonis Magni opera.,55,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=w9fYQHBBOUQ,,,registry
Patrologia_Latina/vol_55/Leo the Great - On the Pelagian Heresy Growing in the Age of Leo the Great,pl055-004,pub-2698,Leo the Great,On the Pelagian Heresy Growing in the Age of Leo the Great,Quesnelli Dissertationes in S. Leonis Magni opera.,55,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_56/Pietro & Girolamo Ballerini - On the Collection of Isidore Mercator — the False Decretals,pl056-001,pub-2879,Pietro & Girolamo Ballerini,On the Collection of Isidore Mercator — the False Decretals,Balleriniorum Disquisitiones de antiquis collectionibus et collectoribus canonum.,56,240-264,gen3,defect-recorded,claude-sonnet-4.5,https://bibliothecarius-modernus.github.io/2026/06/de-collectione-isidori-mercatoris-pietro-girolamo-ballerini/,https://www.youtube.com/watch?v=jQqnGHrRZ88,https://archive.org/details/ballerini-false-decretals,,registry
Patrologia_Latina/vol_58/Cerealis - Profession of Faith of the Bishops of Africa written by St. Eugenius,pl058-009,pub-2620,Cerealis,Profession of Faith of the Bishops of Africa written by St. Eugenius,Professio fidei episcoporum Africae a S. Eugenio redacta,58,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=TI4T70eZ2Ec,https://archive.org/details/profession-of-faith-of-the-bishops-of-africa-written-by-st.-eugenius,,registry
Patrologia_Latina/vol_58/Cerealis of Castellensis - Booklet against Maximus the Arian,pl058-008,pub-2621,Cerealis of Castellensis,Booklet against Maximus the Arian,Libellus contra Maximum Arianum,58,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/04/libellus-contra-maximum/,https://www.youtube.com/watch?v=PfotBx6JKsg,https://archive.org/details/booklet-against-maximus-the-arian,10.5281/zenodo.17982615,registry
Patrologia_Latina/vol_58/Faustus of Riez - Eight Sermons,pl058-014,pub-2635,Faustus of Riez,Eight Sermons,Sermones,58,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/05/sermones/,https://www.youtube.com/watch?v=3zdD_OtCzHs,https://archive.org/details/eight-sermons-by-faustus-of-riez,,registry
Patrologia_Latina/vol_59/Faustinus - Homily on the Passion of the Lord,pl059-005,pub-2634,Faustinus,Homily on the Passion of the Lord,Homilia de Passione Domini,59,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=d2WEpnPNAGs,https://archive.org/details/homily-on-the-passion-of-the-lord,,registry
Patrologia_Latina/vol_61/Paulinus of Périgueux - Letter to Bishop Perpetuus,pl061-011,pub-2729,Paulinus of Périgueux,Letter to Bishop Perpetuus,Epistola ad Perpetuum episcopum,61,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=uQo279rWC50,https://archive.org/details/letter-to-bishop-perpetuus,,registry
Patrologia_Latina/vol_65/Eleutherius of Tournai - Sermons,pl065-006,pub-2625,Eleutherius of Tournai,Sermons,Sermones,65,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=2entA3BX-7Q,https://archive.org/details/sermons_202406,,registry
Patrologia_Latina/vol_65/Fulgentius of Ruspe - For the Catholic faith,pl065-017,pub-2639,Fulgentius of Ruspe,For the Catholic faith,Pro fide catholica,65,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=5XCJAwbNxg4,https://archive.org/details/for-the-catholic-faith,,registry
Patrologia_Latina/vol_65/Fulgentius of Ruspe - On Faith,pl065-016,pub-2640,Fulgentius of Ruspe,On Faith,De Fide ad Petrum,65,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/05/fulgentius-de-fide/,https://www.youtube.com/watch?v=Dn4WhiCWPis,https://archive.org/details/on-faith-fulgentius,,registry
Patrologia_Latina/vol_65/Fulgentius of Ruspe - On the Remission of Sins Book One,pl065-013,pub-2641,Fulgentius of Ruspe,On the Remission of Sins Book One,De Remissione Peccatorum Liber Primus,65,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=45Cph4prBjg,https://archive.org/details/on-the-remission-of-sins-book-one,,registry
Patrologia_Latina/vol_65/Fulgentius of Ruspe - On the Remission of Sins Book Two,pl065-013,pub-2642,Fulgentius of Ruspe,On the Remission of Sins Book Two,De remissione peccatorum,65,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_65/Fulgentius of Ruspe - Sermons and Refutations on the Trinity,pl065-012,pub-2643,Fulgentius of Ruspe,Sermons and Refutations on the Trinity,Contra sermonem Fastidiosi Ariani,65,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=w4-j4b0GRk0,https://archive.org/details/treatise-on-rebaptism,,registry
Patrologia_Latina/vol_65/Fulgentius of Ruspe - Two unpublished sermons,pl065-021,pub-2644,Fulgentius of Ruspe,Two unpublished sermons,Sermones duo inediti,65,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/05/sermones/,https://www.youtube.com/watch?v=RHF28tBjszw,https://archive.org/details/two-unpublished-sermons,,registry
Patrologia_Latina/vol_65/Montanus of Toledo - Selected Letters of Montanus of Toledo,pl065-004,pub-2710,Montanus of Toledo,Selected Letters of Montanus of Toledo,Epistolae,65,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/12/epistolae-tres-bulgaranus-comes/,https://www.youtube.com/watch?v=mp8KH3ApqZo,https://archive.org/details/selected-letters-of-montanus-of-toledo,,registry
Patrologia_Latina/vol_65/Pope Felix IV - Letters and Decrees of Pope Felix IV,pl065-001,pub-2742,Pope Felix IV,Letters and Decrees of Pope Felix IV,Epistolae et decreta Felicis Papae IV,65,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/04/felicis-papae-iv/,https://www.youtube.com/watch?v=WURnD0QG2q4,https://archive.org/details/letters-and-decrees-of-pope-felix-iv,,registry
Patrologia_Latina/vol_65/Remigius of Reims - Four Epistles Introduction,pl065-024,pub-2772,Remigius of Reims,Four Epistles Introduction,Epistolae quatuor,65,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_65/Remigius of Reims - Four Epistles to Clovis,pl065-024,pub-2773,Remigius of Reims,Four Epistles to Clovis,Epistolae quatuor,65,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_67/Justus of Urgel - Mystical Explanation of the Song of Songs,pl067-900,pub-2880,Justus of Urgel,Mystical Explanation of the Song of Songs,Explanatio in Cantica Canticorum,67,961-994,v2,coverage-verified,openai/gpt-5.5,https://bibliothecarius-modernus.github.io/2026/09/explanatio-in-cantica-canticorum-justus-of-urgel/,https://www.youtube.com/watch?v=QFZM6iVxKy8,https://archive.org/details/mystical-explanation-of-the-song-of-songs,,registry
Patrologia_Latina/vol_68/Ado of Vienne - Historical Eulogy,pl123-001,pub-2591,Ado of Vienne,Historical Eulogy,Sancti Adonis Elogium historicum.,68,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_68/Leo of Sens - Letter to Childerbert,pl068-001,pub-2692,Leo of Sens,Letter to Childerbert,Epistola ad Childerbertum,68,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/05/epistola-ad-childebertum/,https://www.youtube.com/watch?v=ZbM7vdt48fE,https://archive.org/details/letter-to-childerbert,10.5281/zenodo.17982631,registry
Patrologia_Latina/vol_68/Mapinius of Reims - Two Letters of Mapinius of Reims,pl068-003,pub-2703,Mapinius of Reims,Two Letters of Mapinius of Reims,Epistolae duae Mappinii Episcopi Remensis,68,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/03/epistolae-duae-mappinius/,https://www.youtube.com/watch?v=XAKzgRgQoJw,https://archive.org/details/two-letters-of-mapinius-of-reims,10.5281/zenodo.17982573,registry
Patrologia_Latina/vol_68/Nicetas of Remesiana - Work on the Vigils of Gods Servants,pl068-009,pub-2714,Nicetas of Remesiana,Work on the Vigils of Gods Servants,Opusculum de vigiliis servorum Dei,68,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/04/opusculum-de-vigiliis-servorum-dei/,https://www.youtube.com/watch?v=03_nqMucNBw,https://archive.org/details/work-on-the-vigils-of-gods-servants,10.5281/zenodo.17982595,registry
Patrologia_Latina/vol_68/Primasius of Hadrumetum - Commentary on the Apocalypse Book Five,pl068-016,pub-2750,Primasius of Hadrumetum,Commentary on the Apocalypse Book Five,Commentaria in Apocalypsim,68,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_68/Primasius of Hadrumetum - Commentary on the Apocalypse Book Four,pl068-016,pub-2751,Primasius of Hadrumetum,Commentary on the Apocalypse Book Four,Commentaria in Apocalypsim,68,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_68/Primasius of Hadrumetum - Commentary on the Apocalypse Book One,pl068-016,pub-2752,Primasius of Hadrumetum,Commentary on the Apocalypse Book One,Commentaria in Apocalypsim,68,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_68/Primasius of Hadrumetum - Commentary on the Apocalypse Book Three,pl068-016,pub-2753,Primasius of Hadrumetum,Commentary on the Apocalypse Book Three,Commentaria in Apocalypsim,68,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_68/Primasius of Hadrumetum - Commentary on the Apocalypse Book Two,pl068-016,pub-2754,Primasius of Hadrumetum,Commentary on the Apocalypse Book Two,Commentaria in Apocalypsim,68,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_72/Florianus - Letter to Saint Nicetius,pl072-026,pub-2636,Florianus,Letter to Saint Nicetius,Epistola ad S Nicetium,72,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=nolz37uBAGU,https://archive.org/details/letter-to-saint-nicetius,,registry
Patrologia_Latina/vol_72/Germain of Paris - Privilege of the Monastery of Saint Germanus,pl072-004,pub-2645,Germain of Paris,Privilege of the Monastery of Saint Germanus,Privilegium monasterii St Germani,72,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=pLLyzSgTWB4,https://archive.org/details/privilege-of-the-monastery-of-saint-germanus,,registry
Patrologia_Latina/vol_72/Saint Germanus of Paris - Brief Exposition of the Old Gallican Liturgy,pl072-005,pub-2791,Saint Germanus of Paris,Brief Exposition of the Old Gallican Liturgy,Expositio brevis antiquae liturgiae Gallicanae,72,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/03/exposito-brevis-antiquae-liturgiae-gallicanae/,https://www.youtube.com/watch?v=28tOAJ4t7W4,https://archive.org/details/brief-exposition-of-the-old-gallican-liturgy,10.5281/zenodo.17982525,registry
Patrologia_Latina/vol_8/Candidus the Arian - Book on the Divine Generation,pl008-014,pub-2618,Candidus the Arian,Book on the Divine Generation,Candidi Ariani liber de generatione divina,8,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=zQAPK6VrzuM,https://archive.org/details/book-on-the-divine-generation,,registry
Patrologia_Latina/vol_8/Candidus the Arian - Letter to Victorinus,pl008-016,pub-2619,Candidus the Arian,Letter to Victorinus,Candidi Ariani epistola ad Victorinum,8,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=a_OOxrbS_O8,https://archive.org/details/book-on-the-divine-generation,,registry
Patrologia_Latina/vol_8/Marius Victorinus - Book to Justin the Manichaean,pl008-012,pub-2704,Marius Victorinus,Book to Justin the Manichaean,Victorini liber ad Justinum manichaeum.,8,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=Q6PbcoYcBP0,https://archive.org/details/book-to-justin-the-manichaean,,registry
Patrologia_Latina/vol_8/Marius Victorinus - Four Books Against Arius,pl008-017,pub-2705,Marius Victorinus,Four Books Against Arius,Victorini adversus Arium libri quatuor,8,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=oC0-jgcPMA4,https://archive.org/details/four-books-against-arius,,registry
Patrologia_Latina/vol_8/Marius Victorinus - On Genesis,pl008-013,pub-2706,Marius Victorinus,On Genesis,Ejusdem tractatus de verbis: Factum est vespere et mane dies unus.,8,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_8/Marius Victorinus - On the Generation of the Divine Word,pl008-015,pub-2707,Marius Victorinus,On the Generation of the Divine Word,Victorini liber de generatione divini Verbi.,8,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=IgauQKTOmSM,,,registry
Patrologia_Latina/vol_8/Potamius - Treatise on Lazarus,pl008-026,pub-2747,Potamius,Treatise on Lazarus,TRACTATUS I. DE  LAZARO,8,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=qS8lJ-N19h0,https://archive.org/details/treatise-on-lazarus,,registry
Patrologia_Latina/vol_8/Potamius - Treatise on the Martyrdom of Isaiah,pl008-027,pub-2748,Potamius,Treatise on the Martyrdom of Isaiah,Potamii tractatus de martyrio Isaiae,8,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/05/potamius-lisbon-tractatus-martyrio-isaiae-analysis/,https://www.youtube.com/watch?v=GRQXBiuL0UE,https://archive.org/details/treatise-on-the-martyrdom-of-isaiah,,registry
Patrologia_Latina/vol_8/Potamius of Lisbon - Epistles and Sermons of Potamius of Lisbon,pl008-028,pub-2749,Potamius of Lisbon,Epistles and Sermons of Potamius of Lisbon,POTAMIUS EPISCOPUS ULYSSIPONENSIS,8,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=Iqc7Y1Q1UUE,https://archive.org/details/epistles-and-sermons-of-potamius-of-lisbon,,registry
Patrologia_Latina/vol_80/Bulgaranus Comes - Three Letters,pl080-900,pub-2617,Bulgaranus Comes,Three Letters,Epistolae Tres,80,107-112,gen2,unreviewed,,https://bibliothecarius-modernus.github.io/2025/12/epistolae-tres-bulgaranus-comes/,https://www.youtube.com/watch?v=u-WBXrP2QtY,https://archive.org/details/bulgaranus-epistolae-tres,10.5281/zenodo.17982653,registry
Patrologia_Latina/vol_80/Eutropius of Valencia - On the Eight Vices,pl080-901,pub-2633,Eutropius of Valencia,On the Eight Vices,De Octo Vitiis,80,9-18,gen2,unreviewed,,https://bibliothecarius-modernus.github.io/2025/12/de-octo-vitiis-saint-eutropius-of-valencia/,https://www.youtube.com/watch?v=dTD1ymDfGYA,https://archive.org/details/de-octo-vitiis-eutropius-valencia,10.5281/zenodo.17982643,registry
Patrologia_Latina/vol_80/Taio of Zaragoza - The Fifth Book of Sentences,pl080-032,pub-2807,Taio of Zaragoza,The Fifth Book of Sentences,Sententiarum Liber Quintus,80,,legacy-unknown,defect-recorded,,,,,,registry
Patrologia_Latina/vol_80/Taio of Zaragoza - The First Book of Sentences,pl080-032,pub-2811,Taio of Zaragoza,The First Book of Sentences,Sententiarum Liber Primus,80,,legacy-unknown,defect-recorded,,,,,,registry
Patrologia_Latina/vol_80/Taio of Zaragoza - The Fourth Book of Sentences,pl080-032,pub-2808,Taio of Zaragoza,The Fourth Book of Sentences,Sententiarum Liber Quartus,80,,legacy-unknown,defect-recorded,,,,,,registry
Patrologia_Latina/vol_80/Taio of Zaragoza - The Second Book of Sentences,pl080-032,pub-2810,Taio of Zaragoza,The Second Book of Sentences,Sententiarum Liber Secundus,80,,legacy-unknown,defect-recorded,,https://bibliothecarius-modernus.github.io/2026/01/sententiarum-liber-primus/,,https://archive.org/details/taio-zaragoza-sententiarum-liber-secundus,,registry
Patrologia_Latina/vol_80/Taio of Zaragoza - The Third Book of Sentences,pl080-032,pub-2809,Taio of Zaragoza,The Third Book of Sentences,Sententiarum Liber Tertius,80,,legacy-unknown,defect-recorded,,,,,,registry
Patrologia_Latina/vol_83/Saint Isidore of Seville - On the Order of Creatures,pl083-013,pub-2792,Saint Isidore of Seville,On the Order of Creatures,De ordine creaturarum,83,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/03/de-ordine-creaturarum/,https://www.youtube.com/watch?v=KFZOL1rWOkY,https://archive.org/details/on-the-order-of-creatures,10.5281/zenodo.17982563,registry
Patrologia_Latina/vol_87/Saint Gallus - A Sermon Delivered at Constance,pl087-001,pub-2790,Saint Gallus,A Sermon Delivered at Constance,Sermo Habitus Constantiae,87,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=1dEWjITd3Yg,https://archive.org/details/a-sermon-delivered-at-constance,,registry
Patrologia_Latina/vol_87/Saint Landericus - Charter Granting Privileges to St. Denis,pl087-014,pub-2793,Saint Landericus,Charter Granting Privileges to St. Denis,"Sanctus Landericus, Parisiensis episcopus.",87,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_87/Saint Valerius abbot - Minor Works of Saint Valerius the Abbot,pl087-018,pub-2796,Saint Valerius abbot,Minor Works of Saint Valerius the Abbot,Sancti Valerii Abbatis Opuscula,87,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/04/sancti-valerii-abbatis-opuscula/,https://www.youtube.com/watch?v=vpHVRMlVkmM,https://archive.org/details/minor-works-of-saint-valerius-the-abbot,10.5281/zenodo.17982603,registry
Patrologia_Latina/vol_87/Sigebert  - Prolegomena to the Diplomas of Saint Sigebert,pl087-015,pub-2804,Sigebert,Prolegomena to the Diplomas of Saint Sigebert,"Sanctus Sigebertus, rex Francorum.",87,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_87/Sigebert of Gembloux - The Life of King Sigebert,pl087-015,pub-2805,Sigebert of Gembloux,The Life of King Sigebert,S. Sigeberti regis vita,87,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=epTiewBYnzI,https://archive.org/details/the-life-of-king-sigebert,,registry
Patrologia_Latina/vol_87/Valerius - The Life of Saint Fructuosus Bishop of Braga,pl087-027,pub-2818,Valerius,The Life of Saint Fructuosus Bishop of Braga,Vita Sancti Fructuosi Bracarensis Episcopi,87,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=TD-N6ciUp5Q,https://archive.org/details/the-life-of-saint-fructuosus-bishop-of-braga,,registry
Patrologia_Latina/vol_87/Various Authors - Analects on King Sigebert,pl087-015,pub-2819,Various Authors,Analects on King Sigebert,DE SIGEBERTO REGE ANALECTA,87,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=bJnnMwqLm3w,https://archive.org/details/analects-on-king-sigebert,,registry
Patrologia_Latina/vol_9/Peter Damian - Sermon On the Translation of Saint Hilary,pl009-007,pub-2731,Peter Damian,Sermon On the Translation of Saint Hilary,De translatione S. Hilarii Petri Damiani sermo,9,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=IPk4HKF1a6I,,,registry
Patrologia_Latina/vol_93/Venerable Bede - On the Six Days of Creation,pl093-003,pub-2820,Venerable Bede,On the Six Days of Creation,De Sex Dierum Creatione,93,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/03/de-sex-dierum-creatione/,https://www.youtube.com/watch?v=IoeT2lqYi5U,https://archive.org/details/on-the-six-days-of-creation,10.5281/zenodo.17982587,registry
Patrologia_Latina/vol_95/Paul Winfrid the Deacon - The Letters of Paul Winfrid the Deacon,pl095-014,pub-2728,Paul Winfrid the Deacon,The Letters of Paul Winfrid the Deacon,Epistolae Pauli Winfridi Diaconi,95,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=uHfm2m-69A0,https://archive.org/details/the-letters-of-paul-winfrid-the-deacon,,registry
Patrologia_Latina/vol_98/Beatus Carolus Magnus - Privilege of Louis,pl098-006,pub-2614,Beatus Carolus Magnus,Privilege of Louis,Privilegium Ludovici imperatoris de regalibus confirmandis papae Paschali.,98,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_98/Charles the Bald - Letters of Charles the Bald,pl124-009,pub-2622,Charles the Bald,Letters of Charles the Bald,Epistolae.,98,,legacy-unknown,unreviewed,,,,,,registry
Patrologia_Latina/vol_98/Pope Adrian I - Letter of Pope Adrian to Charlemagne on Images,pl098-012,pub-2739,Pope Adrian I,Letter of Pope Adrian to Charlemagne on Images,Epistola Adriani Papae ad Beatum Carolum Regem de Imaginibus,98,,legacy-unknown,unreviewed,,,https://www.youtube.com/watch?v=6gBipo_uBmU,https://archive.org/details/letter-of-pope-adrian-to-charlemagne-on-images,,registry
Libri_Carolini,pl098-013,pub-2866,Theodulf of Orléans,Libri Carolini by Charlemagne's Court | Book 1,Opus Caroli regis contra synodum,98,,legacy-unknown,unreviewed,,https://bibliothecarius-modernus.github.io/2025/03/libri-carolini/,https://www.youtube.com/watch?v=YQd2VGZZpEM,https://archive.org/details/libri-carolini-790,,registry
Vita_Annonis_Minor,,,,,,,,,,,,,,,unmapped
Manuscripts/HAB_Wolfenbuettel/Cod_Guelf_602_Helmst/Part_I,ms-hab-602-helmst-p1,pub-2883,,,,,,,,,,,,,directory-missing
Patrologia_Latina/vol_106,pl106-005,pub-2826;pub-2827,,,,,,,,,,,,,volume-level-link
Patrologia_Latina/vol_121,pl121-005,pub-2871,,,,,,,,,,,,,volume-level-link
Patrologia_Latina/vol_126,pl126-010,pub-2838,,,,,,,,,,,,,volume-level-link
Patrologia_Latina/vol_170/Rupert of Deutz - Dispute Between a Monk and a Cleric: Whether a Monk May Preach,pl170-009,pub-2825,,,,,,,,,,,,,directory-missing
Patrologia_Latina/vol_31,pl031-003,pub-2858,,,,,,,,,,,,,volume-level-link
Patrologia_Latina/vol_55,pl055-004,pub-2872,,,,,,,,,,,,,volume-level-link
Patrologia_Latina/vol_68,pl068-016,pub-2870,,,,,,,,,,,,,volume-level-link
